Octopus_Gene	Human_Homolog	Percentage	E-value_octo2human
Ocbimv22032591m	USP7	74.074	57.0
Ocbimv22001100m	BICD1	73.529	57.0
Ocbimv22037953m	CREB5	71.875	57.0
Ocbimv22011745m	ZMYM6	67.742	57.0
Ocbimv22028567m	LUC7L3	65.625	57.0
Ocbimv22030983m	SENP8	64.706	57.0
Ocbimv22009225m	GATD3A	64.516	57.0
Ocbimv22032554m	SMYD3	64.286	57.0
Ocbimv22017261m	DAZAP2	61.111	57.0
Ocbimv22034245m	ALKBH6	61.111	57.0
Ocbimv22031302m	MT-CO1	60.976	57.0
Ocbimv22022177m	H2BW2	60.526	57.0
Ocbimv22033653m	TTC8	60.0	57.0
Ocbimv22001305m	TMEM132B	59.459	57.0
Ocbimv22031898m	ARID2	58.974	57.0
Ocbimv22031899m	ARID2	58.974	57.0
Ocbimv22020756m	MYH2	58.333	57.0
Ocbimv22033100m	DNAJC16	55.882	57.0
Ocbimv22012162m	FKBP1C	55.263	57.0
Ocbimv22007263m	ENDOV	54.762	57.0
Ocbimv22016611m	MTMR14	54.286	57.0
Ocbimv22031952m	TBCE	53.846	57.0
Ocbimv22033303m	INTS11	53.846	57.0
Ocbimv22035644m	NRXN2	52.941	57.0
Ocbimv22036415m	TVP23A	52.941	57.0
Ocbimv22036416m	TVP23A	52.941	57.0
Ocbimv22015781m	MRPL13	52.381	57.0
Ocbimv22002071m	DYNC1H1	52.174	57.0
Ocbimv22012057m	LAMTOR1	52.083	57.0
Ocbimv22017732m	CHRNA7	51.429	57.0
Ocbimv22021946m	ZNF551	51.282	57.0
Ocbimv22008570m	GNAO1	51.111	57.0
Ocbimv22031709m	ANXA3	51.064	57.0
Ocbimv22021693m	GPR139	50.0	57.0
Ocbimv22029236m	NOD1	49.02	57.0
Ocbimv22004682m	GSS	48.889	57.0
Ocbimv22004683m	GSS	48.889	57.0
Ocbimv22031555m	CHI3L2	47.826	57.0
Ocbimv22031556m	CHI3L2	47.826	57.0
Ocbimv22022166m	SLC31A1	47.727	57.0
Ocbimv22024414m	CTIF	47.059	57.0
Ocbimv22000305m	TRPT1	46.809	57.0
Ocbimv22002265m	STK19	46.809	57.0
Ocbimv22000240m	GRN	46.154	57.0
Ocbimv22001954m	CHURC1	45.946	57.0
Ocbimv22035119m	FBN1	45.238	57.0
Ocbimv22003362m	GUCY2F	44.068	57.0
Ocbimv22038994m	HERC2	43.478	57.0
Ocbimv22005583m	PRC1	43.396	57.0
Ocbimv22029188m	PDHB	43.333	57.0
Ocbimv22030838m	HPDL	43.137	57.0
Ocbimv22005792m	MARCHF4	42.222	57.0
Ocbimv22007580m	ANO8	41.818	57.0
Ocbimv22018841m	SUV39H2	41.667	57.0
Ocbimv22014496m	ANKRD42	41.379	57.0
Ocbimv22030604m	BBS4	41.379	57.0
Ocbimv22016666m	GANAB	41.176	57.0
Ocbimv22029781m	EPAS1	41.176	57.0
Ocbimv22020232m	SDR42E2	40.845	57.0
Ocbimv22035992m	FBXL6	40.816	57.0
Ocbimv22020943m	ITM2C	39.623	57.0
Ocbimv22032396m	FEZF1	39.623	57.0
Ocbimv22032397m	FEZF1	39.623	57.0
Ocbimv22032398m	FEZF1	39.623	57.0
Ocbimv22032399m	FEZF1	39.623	57.0
Ocbimv22029969m	PDCD11	39.394	57.0
Ocbimv22019887m	PITRM1	39.241	57.0
Ocbimv22029121m	ZDHHC11	39.13	57.0
Ocbimv22008970m	LOXHD1	38.596	57.0
Ocbimv22011546m	ZBED5	38.356	57.0
Ocbimv22037674m	HSD17B1	37.879	57.0
Ocbimv22011036m	AOC3	37.736	57.0
Ocbimv22009145m	NDFIP2	37.5	57.0
Ocbimv22013324m	CISD3	37.5	57.0
Ocbimv22035494m	UQCC2	37.5	57.0
Ocbimv22035495m	UQCC2	37.5	57.0
Ocbimv22004004m	PPP4R2	37.097	57.0
Ocbimv22033526m	EPM2AIP1	36.923	57.0
Ocbimv22010965m	PGBD1	36.667	57.0
Ocbimv22010966m	PGBD1	36.667	57.0
Ocbimv22028029m	GNL3	36.508	57.0
Ocbimv22022983m	NAIP	36.364	57.0
Ocbimv22020898m	DLGAP1	36.066	57.0
Ocbimv22002491m	EXOSC8	35.821	57.0
Ocbimv22006883m	STRAP	35.821	57.0
Ocbimv22016708m	MTMR3	35.484	57.0
Ocbimv22016709m	MTMR3	35.484	57.0
Ocbimv22016710m	MTMR3	35.484	57.0
Ocbimv22016711m	MTMR3	35.484	57.0
Ocbimv22006507m	ZMYM6	35.294	57.0
Ocbimv22006441m	ASAP3	35.135	57.0
Ocbimv22011108m	FKBP6	34.783	57.0
Ocbimv22028871m	SLC18A1	34.426	57.0
Ocbimv22014414m	NDNF	34.177	57.0
Ocbimv22035958m	CIC	33.871	57.0
Ocbimv22028707m	ZSWIM8	33.846	57.0
Ocbimv22000441m	MAPRE2	33.333	57.0
Ocbimv22031486m	SLC35A5	33.333	57.0
Ocbimv22001116m	OTOP1	32.857	57.0
Ocbimv22034198m	GRM8	32.857	57.0
Ocbimv22034199m	GRM8	32.857	57.0
Ocbimv22002815m	SLC12A7	32.812	57.0
Ocbimv22035521m	NEDD8-MDP1	32.787	57.0
Ocbimv22011234m	FSTL3	32.308	57.0
Ocbimv22004963m	TBCD	31.111	57.0
Ocbimv22000701m	OTOP3	30.986	57.0
Ocbimv22026037m	SLC35A1	30.769	57.0
Ocbimv22034657m	VWA3B	30.556	57.0
Ocbimv22000274m	SLC10A5	29.63	57.0
Ocbimv22001284m	SLC7A3	29.114	57.0
Ocbimv22000937m	CAPN12	28.947	57.0
Ocbimv22013963m	CDKL2	28.571	57.0
Ocbimv22013964m	CDKL2	28.571	57.0
Ocbimv22026043m	SPOP	28.07	57.0
Ocbimv22024154m	ARHGEF4	27.273	57.0
Ocbimv22007833m	B3GALT2	27.059	57.0
Ocbimv22007834m	B3GALT2	27.059	57.0
Ocbimv22007751m	SVOP	26.966	57.0
Ocbimv22007083m	CDC27	25.439	57.0
Ocbimv22017434m	description:novel	24.615	57.0
Ocbimv22035808m	SCEL	20.732	57.0
Ocbimv22037954m	CREB5	71.875	57.1
Ocbimv22037392m	ASH1L	62.857	57.1
Ocbimv22022037m	CRABP2	48.936	57.1
Ocbimv22032293m	KRTAP5-1	45.833	57.1
Ocbimv22009136m	PAWR	44.0	57.1
Ocbimv22010292m	TNNT1	41.176	57.1
Ocbimv22005374m	RNF17	37.705	57.1
Ocbimv22005375m	RNF17	37.705	57.1
Ocbimv22005376m	RNF17	37.705	57.1
Ocbimv22005377m	RNF17	37.705	57.1
Ocbimv22005378m	RNF17	37.705	57.1
Ocbimv22005379m	RNF17	37.705	57.1
Ocbimv22005380m	RNF17	37.705	57.1
Ocbimv22005381m	RNF17	37.705	57.1
Ocbimv22016987m	CCDC14	35.938	57.1
Ocbimv22002101m	SPON1	33.962	57.1
Ocbimv22002102m	SPON1	33.962	57.1
Ocbimv22027844m	SPTB	29.268	57.1
Ocbimv22024145m	PCNT	27.273	57.1
Ocbimv22009352m	HSPA12A	53.846	57.2
Ocbimv22012058m	LAMTOR1	52.083	57.2
Ocbimv22016958m	PCSK6	51.111	57.2
Ocbimv22032456m	DDHD2	47.5	57.2
Ocbimv22024616m	SOHLH1	41.818	57.2
Ocbimv22006835m	KMT2E	40.909	57.2
Ocbimv22006837m	KMT2E	40.909	57.2
Ocbimv22006839m	KMT2E	40.909	57.2
Ocbimv22006840m	KMT2E	40.909	57.2
Ocbimv22006843m	KMT2E	40.909	57.2
Ocbimv22006844m	KMT2E	40.909	57.2
Ocbimv22011969m	HAL	40.351	57.2
Ocbimv22001426m	CCHCR1	36.842	57.2
Ocbimv22020359m	GAREM2	34.375	57.2
Ocbimv22033529m	NFATC1	34.286	57.2
Ocbimv22033530m	NFATC1	34.286	57.2
Ocbimv22025110m	OPTN	24.818	57.2
Ocbimv22007435m	SAFB2	55.556	57.3
Ocbimv22013255m	PHYHD1	50.0	57.3
Ocbimv22032454m	DDHD2	47.5	57.3
Ocbimv22032455m	DDHD2	47.5	57.3
Ocbimv22026755m	IRAG2	45.283	57.3
Ocbimv22006836m	KMT2E	40.909	57.3
Ocbimv22006838m	KMT2E	40.909	57.3
Ocbimv22006841m	KMT2E	40.909	57.3
Ocbimv22006842m	KMT2E	40.909	57.3
Ocbimv22006845m	KMT2E	40.909	57.3
Ocbimv22006846m	KMT2E	40.909	57.3
Ocbimv22021355m	PACSIN3	39.623	57.3
Ocbimv22013470m	YAE1	30.303	57.3
Ocbimv22018443m	PRDM11	30.0	57.3
Ocbimv22025073m	TTN	28.713	57.3
Ocbimv22025211m	LCP1	80.769	57.4
Ocbimv22021850m	DHPS	77.778	57.4
Ocbimv22013605m	DOCK2	77.419	57.4
Ocbimv22013606m	DOCK2	77.419	57.4
Ocbimv22013607m	DOCK2	77.419	57.4
Ocbimv22013608m	DOCK2	77.419	57.4
Ocbimv22013609m	DOCK2	77.419	57.4
Ocbimv22021229m	FLOT1	77.419	57.4
Ocbimv22021834m	KANSL3	76.923	57.4
Ocbimv22002310m	MARK4	75.0	57.4
Ocbimv22031868m	RELA	75.0	57.4
Ocbimv22037061m	C5orf22	72.414	57.4
Ocbimv22037062m	C5orf22	72.414	57.4
Ocbimv22032776m	NPDC1	70.0	57.4
Ocbimv22026712m	ITFG1	69.697	57.4
Ocbimv22023447m	H2BC18	68.75	57.4
Ocbimv22036819m	description:novel	67.742	57.4
Ocbimv22001570m	TBR1	66.667	57.4
Ocbimv22005134m	CBWD1	66.667	57.4
Ocbimv22005135m	CBWD1	66.667	57.4
Ocbimv22005136m	CBWD1	66.667	57.4
Ocbimv22020624m	ELAPOR2	66.667	57.4
Ocbimv22029100m	SCAMP4	65.385	57.4
Ocbimv22029101m	SCAMP4	65.385	57.4
Ocbimv22006012m	REEP5	63.636	57.4
Ocbimv22011462m	STK38L	63.636	57.4
Ocbimv22016610m	TRMU	63.636	57.4
Ocbimv22011593m	ZNF593	62.857	57.4
Ocbimv22034783m	TELO2	62.162	57.4
Ocbimv22037082m	NDUFA12	61.29	57.4
Ocbimv22036694m	AGO2	61.111	57.4
Ocbimv22014955m	CHI3L2	60.606	57.4
Ocbimv22014956m	CHI3L2	60.606	57.4
Ocbimv22014957m	CHI3L2	60.606	57.4
Ocbimv22014958m	CHI3L2	60.606	57.4
Ocbimv22014959m	CHI3L2	60.606	57.4
Ocbimv22014960m	CHI3L2	60.606	57.4
Ocbimv22014961m	CHI3L2	60.606	57.4
Ocbimv22036424m	MITD1	60.526	57.4
Ocbimv22015929m	GALNT11	60.0	57.4
Ocbimv22020972m	DZIP3	60.0	57.4
Ocbimv22026413m	CALB2	59.459	57.4
Ocbimv22012718m	SDHAF2	58.537	57.4
Ocbimv22006434m	TRIAP1	58.065	57.4
Ocbimv22029817m	AMMECR1L	57.576	57.4
Ocbimv22007808m	NR2C2AP	57.5	57.4
Ocbimv22035208m	HPGDS	57.143	57.4
Ocbimv22000534m	BCAT1	56.757	57.4
Ocbimv22026547m	SLC7A6	56.757	57.4
Ocbimv22007469m	ERF	56.098	57.4
Ocbimv22027177m	CYRIB	55.814	57.4
Ocbimv22000857m	AFTPH	54.545	57.4
Ocbimv22026358m	AKNA	54.545	57.4
Ocbimv22032106m	EOGT	54.545	57.4
Ocbimv22034487m	ASCL1	53.659	57.4
Ocbimv22004900m	SMG9	52.632	57.4
Ocbimv22032928m	H2BW2	52.5	57.4
Ocbimv22016983m	MFNG	52.381	57.4
Ocbimv22027958m	ITSN1	52.381	57.4
Ocbimv22001709m	IL25	51.351	57.4
Ocbimv22030254m	FAM136A	51.351	57.4
Ocbimv22022328m	SLC7A6	51.22	57.4
Ocbimv22005428m	SLC39A14	51.163	57.4
Ocbimv22001322m	C5orf63	50.0	57.4
Ocbimv22003159m	MSR1	50.0	57.4
Ocbimv22012735m	CA11	50.0	57.4
Ocbimv22031842m	LSM7	50.0	57.4
Ocbimv22036572m	HPSE	50.0	57.4
Ocbimv22000041m	CCDC90B	49.091	57.4
Ocbimv22012665m	NARS2	48.889	57.4
Ocbimv22007423m	ANKZF1	48.837	57.4
Ocbimv22023785m	RNF181	48.718	57.4
Ocbimv22010878m	BIRC3	48.649	57.4
Ocbimv22019791m	YIPF2	48.0	57.4
Ocbimv22019201m	TOP3A	47.826	57.4
Ocbimv22035572m	DSPP	47.541	57.4
Ocbimv22010304m	LIPT2	47.368	57.4
Ocbimv22010305m	LIPT2	47.368	57.4
Ocbimv22001277m	SLC5A7	46.667	57.4
Ocbimv22037099m	NT5M	46.667	57.4
Ocbimv22029575m	NDUFS3	46.296	57.4
Ocbimv22001446m	SGSM1	46.154	57.4
Ocbimv22001447m	SGSM1	46.154	57.4
Ocbimv22035709m	SSC5D	46.154	57.4
Ocbimv22019090m	PLEKHA3	45.455	57.4
Ocbimv22026976m	LAMA2	45.455	57.4
Ocbimv22005754m	PGLYRP2	45.0	57.4
Ocbimv22016985m	B4GALT2	44.898	57.4
Ocbimv22035220m	PGBD4	44.828	57.4
Ocbimv22010188m	MARK4	44.681	57.4
Ocbimv22015604m	SLC31A1	44.444	57.4
Ocbimv22023283m	RSPH14	44.068	57.4
Ocbimv22023284m	RSPH14	44.068	57.4
Ocbimv22029237m	TMEM134	43.902	57.4
Ocbimv22006975m	EEFSEC	43.86	57.4
Ocbimv22025958m	HDAC10	43.86	57.4
Ocbimv22034389m	TRAF3IP1	43.75	57.4
Ocbimv22024105m	ORC1	43.636	57.4
Ocbimv22032125m	DPH1	43.182	57.4
Ocbimv22017752m	ZBED9	43.137	57.4
Ocbimv22025916m	GCNT2	43.137	57.4
Ocbimv22026620m	TMEM145	43.137	57.4
Ocbimv22033454m	PXDNL	43.137	57.4
Ocbimv22031712m	EIF2B3	42.857	57.4
Ocbimv22016552m	CDAN1	42.593	57.4
Ocbimv22002150m	TAL1	42.105	57.4
Ocbimv22034134m	ZSWIM2	42.0	57.4
Ocbimv22015950m	CYCS	41.667	57.4
Ocbimv22037783m	SLC4A11	41.667	57.4
Ocbimv22037209m	AMZ2	41.509	57.4
Ocbimv22004073m	GTF2IRD2B	40.984	57.4
Ocbimv22010950m	ZMYM6	40.984	57.4
Ocbimv22004303m	SLC35B1	40.741	57.4
Ocbimv22001505m	TRMT10B	40.58	57.4
Ocbimv22001506m	TRMT10B	40.58	57.4
Ocbimv22001507m	TRMT10B	40.58	57.4
Ocbimv22034546m	GVQW3	40.58	57.4
Ocbimv22014661m	ARRDC2	40.351	57.4
Ocbimv22009081m	SETD3	39.683	57.4
Ocbimv22023658m	ABCA13	39.474	57.4
Ocbimv22001364m	CROCC2	39.13	57.4
Ocbimv22034606m	NOL8	38.596	57.4
Ocbimv22010118m	BCL6	38.462	57.4
Ocbimv22035232m	COL12A1	38.235	57.4
Ocbimv22036895m	TDRD1	38.095	57.4
Ocbimv22015785m	SLC5A5	37.736	57.4
Ocbimv22031496m	UBL4A	37.255	57.4
Ocbimv22035543m	SPHKAP	36.923	57.4
Ocbimv22031741m	SDR42E2	36.709	57.4
Ocbimv22022863m	SDR42E2	36.62	57.4
Ocbimv22005724m	SDR42E2	36.364	57.4
Ocbimv22008750m	ZNF491	36.207	57.4
Ocbimv22029485m	SCUBE3	35.849	57.4
Ocbimv22034782m	DYNLL1	35.714	57.4
Ocbimv22007320m	GUCY2F	35.593	57.4
Ocbimv22014326m	CPAMD8	35.526	57.4
Ocbimv22022144m	NT5DC2	35.211	57.4
Ocbimv22009880m	MPDU1	34.921	57.4
Ocbimv22036628m	CFTR	34.483	57.4
Ocbimv22036629m	CFTR	34.483	57.4
Ocbimv22008065m	TMED3	34.247	57.4
Ocbimv22008066m	TMED3	34.247	57.4
Ocbimv22002398m	ZBED5	33.929	57.4
Ocbimv22018673m	ARID3C	33.929	57.4
Ocbimv22029654m	B9D2	33.871	57.4
Ocbimv22004666m	BIRC3	33.333	57.4
Ocbimv22006874m	TUBG1	33.333	57.4
Ocbimv22009126m	SLC17A4	33.333	57.4
Ocbimv22039118m	ACAA1	33.333	57.4
Ocbimv22039119m	ACAA1	33.333	57.4
Ocbimv22011943m	ZBED8	32.895	57.4
Ocbimv22024174m	NRXN3	32.432	57.4
Ocbimv22031705m	RIT2	32.099	57.4
Ocbimv22014930m	GTF2IRD2	31.884	57.4
Ocbimv22027293m	SLC23A3	31.746	57.4
Ocbimv22027865m	KCNQ3	31.746	57.4
Ocbimv22028754m	COL1A2	31.034	57.4
Ocbimv22024880m	ACOT6	30.986	57.4
Ocbimv22012734m	CA7	30.667	57.4
Ocbimv22030666m	CAPZA3	30.12	57.4
Ocbimv22000928m	SDR42E2	29.885	57.4
Ocbimv22038971m	KCNU1	28.889	57.4
Ocbimv22038972m	KCNU1	28.889	57.4
Ocbimv22030261m	SLCO2B1	28.261	57.4
Ocbimv22028658m	PEX7	25.51	57.4
Ocbimv22002304m	RAB3GAP2	25.0	57.4
Ocbimv22008072m	LCP2	25.0	57.4
Ocbimv22003018m	MRPL10	23.364	57.4
Ocbimv22020131m	ARGLU1	80.0	57.5
Ocbimv22016865m	NYNRIN	61.111	57.5
Ocbimv22016866m	NYNRIN	61.111	57.5
Ocbimv22004969m	TEX264	55.263	57.5
Ocbimv22016567m	MED8	53.333	57.5
Ocbimv22016568m	MED8	53.333	57.5
Ocbimv22038008m	NSMCE2	48.837	57.5
Ocbimv22020285m	MEF2B	35.385	57.5
Ocbimv22029603m	CLIP1	34.375	57.5
Ocbimv22015704m	VCX3B	31.579	57.5
Ocbimv22015705m	VCX3B	31.579	57.5
Ocbimv22030749m	HRNR	30.769	57.5
Ocbimv22003472m	PPP1R21	75.758	57.6
Ocbimv22005479m	ZNF606	50.0	57.6
Ocbimv22025598m	USF3	40.625	57.6
Ocbimv22008282m	HSPH1	39.344	57.6
Ocbimv22005148m	PBX1	37.5	57.6
Ocbimv22005149m	PBX1	37.5	57.6
Ocbimv22013555m	ZNF585B	36.508	57.6
Ocbimv22034830m	CASR	33.898	57.6
Ocbimv22008424m	ANK2	33.803	57.6
Ocbimv22023635m	TCHP	32.5	57.6
Ocbimv22028214m	FAM76B	77.778	57.7
Ocbimv22039237m	CSDE1	62.162	57.7
Ocbimv22021444m	RAD23B	57.5	57.7
Ocbimv22004967m	ATXN7L2	47.17	57.7
Ocbimv22014444m	SMYD1	43.902	57.7
Ocbimv22027360m	PCSK4	40.741	57.7
Ocbimv22014812m	N4BP3	40.323	57.7
Ocbimv22035427m	ZNF44	39.655	57.7
Ocbimv22020434m	RPS27AP5	33.333	57.7
Ocbimv22015857m	DNASE1	27.368	57.7
Ocbimv22016134m	WDR86	24.752	57.7
Ocbimv22016135m	WDR86	24.752	57.7
Ocbimv22024669m	MYH11	22.059	57.7
Ocbimv22026656m	YJU2B	65.625	57.8
Ocbimv22028364m	DCLRE1C	54.545	57.8
Ocbimv22033841m	ZNF384	52.632	57.8
Ocbimv22026448m	SFSWAP	52.174	57.8
Ocbimv22032582m	RAD17	50.0	57.8
Ocbimv22024630m	RAD51C	48.077	57.8
Ocbimv22013342m	XYLT1	47.917	57.8
Ocbimv22032218m	SLC6A7	47.727	57.8
Ocbimv22023180m	RBM33	42.105	57.8
Ocbimv22010121m	BRD4	40.741	57.8
Ocbimv22020291m	SH2D6	38.71	57.8
Ocbimv22020292m	SH2D6	38.71	57.8
Ocbimv22028209m	CEP57L1	37.5	57.8
Ocbimv22010479m	P4HA3	33.803	57.8
Ocbimv22018094m	MAF1	76.0	57.9
Ocbimv22009669m	C17orf49	71.875	57.9
Ocbimv22028122m	DDX11	70.588	57.9
Ocbimv22007717m	ARPC2	68.75	57.9
Ocbimv22036801m	NADK	66.667	57.9
Ocbimv22036802m	NADK	66.667	57.9
Ocbimv22002294m	FARP1	65.714	57.9
Ocbimv22026030m	MACROH2A2	65.714	57.9
Ocbimv22024435m	YKT6	64.706	57.9
Ocbimv22024436m	YKT6	64.706	57.9
Ocbimv22008573m	ZNF567	63.636	57.9
Ocbimv22035603m	DYM	62.857	57.9
Ocbimv22004834m	TIGD1	61.765	57.9
Ocbimv22000721m	PDS5A	61.538	57.9
Ocbimv22000722m	PDS5A	61.538	57.9
Ocbimv22003912m	NEURL1B	61.111	57.9
Ocbimv22028091m	PGBD4	59.459	57.9
Ocbimv22026322m	FRS3	58.824	57.9
Ocbimv22016398m	ZNF83	58.333	57.9
Ocbimv22014947m	RMND1	57.895	57.9
Ocbimv22020219m	PCYOX1L	57.895	57.9
Ocbimv22000347m	MED14	57.143	57.9
Ocbimv22009492m	SLC17A2	54.762	57.9
Ocbimv22015559m	TNS1	54.762	57.9
Ocbimv22007433m	SLTM	54.545	57.9
Ocbimv22005935m	UVSSA	54.054	57.9
Ocbimv22037028m	MMACHC	53.659	57.9
Ocbimv22027234m	ASCL3	53.191	57.9
Ocbimv22006688m	XIRP2	52.632	57.9
Ocbimv22011955m	COX7C	52.5	57.9
Ocbimv22036746m	TMEM267	52.174	57.9
Ocbimv22012448m	DMRT3	51.22	57.9
Ocbimv22005295m	MIB2	50.0	57.9
Ocbimv22006433m	GATC	50.0	57.9
Ocbimv22010982m	CBX3	50.0	57.9
Ocbimv22012610m	VPS33A	50.0	57.9
Ocbimv22019805m	PDE6B	48.936	57.9
Ocbimv22008898m	AP5Z1	48.077	57.9
Ocbimv22033113m	MCM9	47.727	57.9
Ocbimv22033114m	MCM9	47.727	57.9
Ocbimv22034420m	SLC6A12	47.619	57.9
Ocbimv22037431m	CLCN3	46.667	57.9
Ocbimv22007943m	C15orf61	46.512	57.9
Ocbimv22018859m	SFRP1	46.154	57.9
Ocbimv22023236m	RNASET2	46.0	57.9
Ocbimv22026436m	CPVL	45.833	57.9
Ocbimv22007630m	LMLN	45.455	57.9
Ocbimv22007631m	LMLN	45.455	57.9
Ocbimv22007632m	LMLN	45.455	57.9
Ocbimv22034756m	DNAH7	44.898	57.9
Ocbimv22009685m	XRN1	44.828	57.9
Ocbimv22029296m	KIAA2012	44.828	57.9
Ocbimv22021194m	TGIF2-RAB5IF	44.681	57.9
Ocbimv22015737m	GTF3C4	44.0	57.9
Ocbimv22031060m	FUT2	44.0	57.9
Ocbimv22031061m	FUT2	44.0	57.9
Ocbimv22002272m	ELMO1	43.137	57.9
Ocbimv22000242m	TXNDC17	42.857	57.9
Ocbimv22005715m	SEPTIN10	42.553	57.9
Ocbimv22005716m	SEPTIN10	42.553	57.9
Ocbimv22005717m	SEPTIN10	42.553	57.9
Ocbimv22038558m	REPS2	42.424	57.9
Ocbimv22013054m	EIF2B1	42.308	57.9
Ocbimv22012003m	ANXA6	41.818	57.9
Ocbimv22008711m	SBF2	41.27	57.9
Ocbimv22023661m	ACBD4	41.071	57.9
Ocbimv22015248m	DNAJA1	40.741	57.9
Ocbimv22015250m	DNAJA1	40.741	57.9
Ocbimv22015251m	DNAJA1	40.741	57.9
Ocbimv22025491m	PLSCR4	40.678	57.9
Ocbimv22039347m	CSTA	40.678	57.9
Ocbimv22024779m	MYO3A	39.655	57.9
Ocbimv22003318m	RHCE	39.623	57.9
Ocbimv22033950m	ACP6	39.344	57.9
Ocbimv22003559m	TTC4	38.889	57.9
Ocbimv22016734m	RDX	38.571	57.9
Ocbimv22016735m	RDX	38.571	57.9
Ocbimv22012066m	MDM2	38.095	57.9
Ocbimv22020009m	TRPC5	38.095	57.9
Ocbimv22007318m	ADCY4	37.931	57.9
Ocbimv22009151m	KCNQ4	37.5	57.9
Ocbimv22018189m	KCNQ3	37.5	57.9
Ocbimv22033957m	IFRD1	37.5	57.9
Ocbimv22009958m	IGF2R	37.288	57.9
Ocbimv22036778m	ERP29	37.143	57.9
Ocbimv22016838m	ITIH1	36.508	57.9
Ocbimv22013953m	DPY19L4	34.568	57.9
Ocbimv22013910m	LMO3	34.545	57.9
Ocbimv22005430m	SOST	34.286	57.9
Ocbimv22014667m	KIF13B	33.333	57.9
Ocbimv22018097m	ACOXL	33.333	57.9
Ocbimv22035544m	NUMBL	33.333	57.9
Ocbimv22028420m	TRIM44	32.979	57.9
Ocbimv22009239m	TRAPPC8	32.857	57.9
Ocbimv22010192m	NBEAL1	32.258	57.9
Ocbimv22010193m	NBEAL1	32.258	57.9
Ocbimv22038381m	NPY1R	32.222	57.9
Ocbimv22025421m	DHDH	31.818	57.9
Ocbimv22025422m	DHDH	31.818	57.9
Ocbimv22025423m	DHDH	31.818	57.9
Ocbimv22008409m	CEP97	31.429	57.9
Ocbimv22007692m	DSPP	30.909	57.9
Ocbimv22016200m	TRMT61B	30.38	57.9
Ocbimv22024496m	EIF3F	30.0	57.9
Ocbimv22025243m	MAIP1	29.293	57.9
Ocbimv22013934m	SDR42E2	29.167	57.9
Ocbimv22002850m	PRPF19	28.947	57.9
Ocbimv22017534m	GM2A	28.571	57.9
Ocbimv22035888m	BRF1	27.885	57.9
Ocbimv22029182m	SLC46A3	27.523	57.9
Ocbimv22002147m	SLC16A14	27.419	57.9
Ocbimv22012151m	TACO1	27.368	57.9
Ocbimv22035478m	BRF2	27.273	57.9
Ocbimv22002317m	AP1G2	26.506	57.9
Ocbimv22028533m	PLEKHM1	25.926	57.9
Ocbimv22022475m	EPM2AIP1	25.424	57.9
Ocbimv22037029m	MMACHC	24.731	57.9
Ocbimv22028363m	MPP1	21.324	57.9
Ocbimv22039433m	DSPP	18.815	57.9
Ocbimv22013329m	PRRC2C	52.083	58.0
Ocbimv22033747m	RUFY3	40.385	58.0
Ocbimv22002604m	GMNN	32.53	58.0
Ocbimv22010897m	POLR2A	31.707	58.0
Ocbimv22028906m	DMD	19.048	58.0
Ocbimv22007170m	CCDC189	56.098	58.1
Ocbimv22024205m	STX4	40.541	58.1
Ocbimv22025603m	CSTF2	38.983	58.1
Ocbimv22035426m	ZNF121	37.931	58.1
Ocbimv22036611m	STMN1	36.364	58.1
Ocbimv22036612m	STMN1	36.364	58.1
Ocbimv22014669m	KIF13B	33.333	58.1
Ocbimv22037857m	ZBTB40	33.333	58.1
Ocbimv22006858m	RBM6	28.049	58.1
Ocbimv22006859m	RBM6	28.049	58.1
Ocbimv22006860m	RBM6	28.049	58.1
Ocbimv22006861m	RBM6	28.049	58.1
Ocbimv22034283m	NOD1	25.0	58.1
Ocbimv22034285m	NOD1	25.0	58.1
Ocbimv22025987m	VTA1	62.162	58.2
Ocbimv22028829m	TBCB	56.41	58.2
Ocbimv22002802m	NOP53	47.273	58.2
Ocbimv22005012m	ZNHIT3	39.062	58.2
Ocbimv22002603m	GMNN	32.53	58.2
Ocbimv22010020m	IQCD	30.488	58.2
Ocbimv22011178m	MAGED1	28.571	58.2
Ocbimv22023931m	description:novel	82.143	58.3
Ocbimv22033698m	INTS11	79.31	58.3
Ocbimv22036651m	SLC66A2	79.31	58.3
Ocbimv22036652m	SLC66A2	79.31	58.3
Ocbimv22036653m	SLC66A2	79.31	58.3
Ocbimv22004226m	MACROH2A2	76.667	58.3
Ocbimv22004228m	MACROH2A2	76.667	58.3
Ocbimv22014515m	NDEL1	72.222	58.3
Ocbimv22025490m	PLSCR4	66.667	58.3
Ocbimv22022283m	ATP6V0D2	65.625	58.3
Ocbimv22014517m	description:novel	64.706	58.3
Ocbimv22022641m	TATDN3	63.158	58.3
Ocbimv22036723m	CENPA	63.158	58.3
Ocbimv22023164m	NDUFB5	62.857	58.3
Ocbimv22029076m	MACROH2A2	62.857	58.3
Ocbimv22032929m	MACROH2A2	62.857	58.3
Ocbimv22013548m	description:novel	62.5	58.3
Ocbimv22015376m	HS3ST5	62.5	58.3
Ocbimv22018378m	RPL6	62.162	58.3
Ocbimv22022060m	PPP1R10	60.976	58.3
Ocbimv22008168m	SRM	60.526	58.3
Ocbimv22030307m	PAFAH1B2	58.537	58.3
Ocbimv22032303m	SLC5A1	58.333	58.3
Ocbimv22023417m	PLBD1	57.895	58.3
